ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-515252,Source2,2,2022-09-06 08:23:52,2022-09-06 09:09:34,33.68734,-117.872147,,,0.0,Lane blocked due to crash on CA-55 Northbound before Exit 5 I-405.,CA-55,Costa Mesa,Orange,CA,92626,US,US/Pacific,KSNA,2022-09-06 08:53:00,81.0,81.0,65.0,29.77,10.0,VAR,3.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515253,Source2,3,2022-09-06 08:37:04,2022-09-06 09:06:39,33.80278,-118.120628,,,0.0,Slow lane blocked due to crash on I-405 Northbound before Exit 26 Bellflower Blvd.,I-405,Long Beach,Los Angeles,CA,90815,US,US/Pacific,KLGB,2022-09-06 08:53:00,79.0,79.0,74.0,29.78,9.0,SE,6.0,0.0,Mostly Cloud,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515254,Source2,2,2022-09-06 11:39:07,2022-09-06 12:08:40,41.097561,-74.037483,,,0.0,Crash on I-287 Southbound after Exit 14A Garden State Parkway.,Carraige Ln,Nanuet,Rockland,NY,10954-5924,US,US/Eastern,KHPN,2022-09-06 11:56:00,70.0,70.0,93.0,29.54,6.0,ENE,8.0,0.05,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515256,Source2,1,2022-09-06 10:26:45,2022-09-06 11:11:03,29.722237,-95.327553,,,0.0,Right hand shoulder blocked due to crash on I-45 Gulf Fwy Northbound at Tellepsen St.,I-45 N,Houston,Harris,TX,77023,US,US/Central,KMCJ,2022-09-06 10:53:00,85.0,85.0,61.0,30.04,10.0,S,6.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515257,Source3,2,2022-09-06 11:37:52,2022-09-06 12:07:17,28.663940000000004,-81.374252,,,0.0,Turning lane blocked due to crash on FL-436 Altamonte Dr Westbound at Palm Springs Dr.,E Sr-436,Altamonte Springs,Seminole,FL,32701-4603,US,US/Eastern,KORL,2022-09-06 11:53:00,90.0,90.0,61.0,29.94,10.0,VAR,3.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515258,Source2,1,2022-09-06 11:58:34,2022-09-06 12:28:17,42.167511,-71.893913,,,0.0,Crash on US-20 Southbridge Rd Eastbound near MA-56 Leicester St.,Leicester St,North Oxford,Worcester,MA,01537-1001,US,US/Eastern,KORH,2022-09-06 11:54:00,61.0,61.0,97.0,29.05,1.0,ENE,8.0,0.11,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515259,Source2,1,2022-09-06 07:10:10,2022-09-06 07:39:33,37.773766,-122.408531,,,0.0,Crash on Harrison St at 8th St.,Harrison St,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2022-09-06 06:56:00,69.0,69.0,65.0,29.75,10.0,WNW,3.0,0.0,Rain,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-515260,Source2,2,2022-09-06 08:58:21,2022-09-06 09:28:03,37.958557,-122.330833,,,0.0,Crash on I-80 Westbound before Exit 18 San Pablo Dam Rd.,I-80,San Pablo,Contra Costa,CA,94806,US,US/Pacific,KCCR,2022-09-06 08:53:00,85.0,85.0,28.0,29.72,10.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515261,Source2,1,2022-09-06 08:40:06,2022-09-06 09:09:42,38.564163,-121.514488,,,0.0,Right hand shoulder blocked due to crash on I-5 Southbound at Exits 518 519A 519B / US-50 / X St.,I-5,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,2022-09-06 08:53:00,89.0,89.0,28.0,29.77,10.0,NE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515262,Source2,3,2022-09-06 11:27:51,2022-09-06 12:12:27,40.777714,-74.045586,,,0.0,Left lane blocked due to crash on I-95 \tNew Jersey Turnpike - Eastern Spur Southbound near Exit 16E NJ-3.,Penhorn Ave,North Bergen,Hudson,NJ,07047,US,US/Eastern,KNYC,2022-09-06 11:23:00,70.0,70.0,97.0,29.9,1.0,CALM,0.0,0.14,Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515263,Source2,2,2022-09-06 09:14:39,2022-09-06 09:58:44,46.453098,-92.729233,,,0.0,Crash on I-35 Northbound at Exit 216 MN-27.,State Highway 27,Moose Lake,Carlton,MN,55767,US,US/Central,KMZH,2022-09-06 09:15:00,61.0,61.0,82.0,28.97,10.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515264,Source2,3,2022-09-06 08:12:27,2022-09-06 08:42:02,41.871693,-87.754272,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Westbound at Exit 24 Laramie Ave.,Eisenhower Expy W,Chicago,Cook,IL,60644,US,US/Central,KMDW,2022-09-06 08:00:00,73.0,73.0,76.0,29.45,10.0,E,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515265,Source2,2,2022-09-06 11:28:26,2022-09-06 12:13:42,41.170326,-74.03119699999998,,,0.0,Right lane blocked due to crash on Palisades Interstate Pkwy Northbound near Exit 12 Conklin Rd.,Palisades Interstate Pkwy N,Pomona,Rockland,NY,10970,US,US/Eastern,KHPN,2022-09-06 11:56:00,70.0,70.0,93.0,29.54,6.0,ENE,8.0,0.05,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515266,Source2,3,2022-09-06 12:06:01,2022-09-06 12:35:22,35.481709,-82.556335,,,0.0,Left lane closed due to crash on I-26 Eastbound near Exit 37 /Long Shoals Rd.,I-26 E,Arden,Buncombe,NC,28704,US,US/Eastern,KAVL,2022-09-06 12:11:00,78.0,78.0,66.0,27.85,10.0,N,6.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515267,Source2,1,2022-09-06 12:08:39,2022-09-06 12:36:21,30.249689,-81.536781,,,0.5299999713897705,Exit ramp from Butler Blvd Eastbound to Gate Pkwy lane blocked due to multi-vehicle crash.,J Turner Butler Blvd E,Jacksonville,Duval,FL,32256,US,US/Eastern,KNIP,2022-09-06 11:53:00,90.0,90.0,63.0,30.03,10.0,ENE,6.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515268,Source2,2,2022-09-06 12:11:59,2022-09-06 12:41:16,28.663940000000004,-81.374252,,,0.0,Left lane blocked due to crash on FL-436 Altamonte Dr Eastbound at Palm Springs Dr.,E Sr-436,Altamonte Springs,Seminole,FL,32701-4603,US,US/Eastern,KORL,2022-09-06 11:53:00,90.0,90.0,61.0,29.94,10.0,VAR,3.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515269,Source2,2,2022-09-06 09:16:11,2022-09-06 09:45:33,38.55999,-121.47113,,,0.2700000107288361,Entry ramp to I-80-BR Northbound at Exits 6B 6C 7 from US-50 Westbound lane blocked due to crash.,6C,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2022-09-06 08:53:00,89.0,89.0,28.0,29.77,10.0,NE,8.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515270,Source2,3,2022-09-06 10:28:20,2022-09-06 11:13:14,42.147732,-71.484612,,,0.0,Two lanes blocked due to crash on I-495 Southbound at MA-109 Medway St.,Medway Rd,Milford,Worcester,MA,01757,US,US/Eastern,KSFZ,2022-09-06 10:05:00,61.0,61.0,100.0,29.64,4.0,ESE,5.0,0.02,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515271,Source2,2,2022-09-06 07:59:05,2022-09-06 08:28:44,47.654129,-117.35054,,,0.0,HOV lane blocked due to crash on I-90 Westbound at Exit 283B 2nd Ave.,I-90 W,Spokane,Spokane,WA,99202,US,US/Pacific,KSFF,2022-09-06 07:53:00,58.0,58.0,53.0,28.06,10.0,S,3.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515272,Source2,3,2022-09-06 07:14:28,2022-09-06 07:59:04,34.063599,-117.811432,,,0.0,Slow lane blocked due to crash on I-10 Eastbound at Exit 42 CA-57.,42A,Pomona,Los Angeles,CA,91768,US,US/Pacific,KPOC,2022-09-06 17:47:00,97.0,97.0,34.0,38.44,10.0,WSW,12.0,,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515274,Source3,2,2022-09-06 10:14:39,2022-09-06 11:00:27,41.081108,-73.922653,,,0.0,Crash on I-287 Governor Mario M Cuomo Brg Northbound before Exit 10 US-9W Hillside Ave.,New York State Thruway,Nyack,Rockland,NY,10960,US,US/Eastern,KHPN,2022-09-06 10:18:00,70.0,70.0,87.0,29.55,2.0,CALM,0.0,0.03,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515276,Source2,1,2022-09-06 08:13:50,2022-09-06 08:43:14,40.558933,-111.898117,,,0.0,Right hand shoulder blocked due to crash on I-15 Northbound after Exit 293 10600.,I-15 N,South Jordan,Salt Lake,UT,84095,US,US/Mountain,KU42,2022-09-06 07:54:00,74.0,74.0,38.0,25.83,10.0,SSE,3.0,0.0,Snow,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515277,Source2,1,2022-09-06 05:39:12,2022-09-06 06:08:41,38.272282,-122.491249,,,0.0,Crash on Arnold Dr at Leveroni Rd.,Arnold Dr,Sonoma,Sonoma,CA,95476,US,US/Pacific,KO69,2022-09-06 05:35:00,61.0,61.0,72.0,29.66,9.0,CALM,0.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-515278,Source2,1,2022-09-06 10:00:11,2022-09-06 10:29:57,42.337891,-71.08296999999997,,,0.0,Crash on Tremont St at Lenox St.,Lenox St,Boston,Suffolk,MA,02118-1364,US,US/Eastern,KBOS,2022-09-06 09:54:00,65.0,65.0,90.0,30.11,8.0,ENE,10.0,0.02,Rain,False,False,True,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day
A-515279,Source2,3,2022-09-06 10:42:12,2022-09-06 11:10:12,29.91333400000001,-82.55304,,,0.0,Two lanes blocked due to crash on I-75 Southbound before Exit 404 CR-236.,I-75,Alachua,Alachua,FL,32615,US,US/Eastern,KGNV,2022-09-06 10:53:00,88.0,88.0,67.0,29.91,10.0,VAR,3.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515280,Source2,2,2022-09-06 08:11:08,2022-09-06 08:40:09,34.578201,-86.97704300000002,,,0.0,Lane blocked due to crash on US-31 6th Ave Southbound near 14th St.,6th Ave SE,Decatur,Morgan,AL,35601-6009,US,US/Central,KDCU,2022-09-06 07:53:00,72.0,72.0,100.0,29.44,7.0,CALM,0.0,0.0,Snow,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515281,Source2,2,2022-09-06 08:22:28,2022-09-06 08:52:03,34.025043,-117.733574,,,0.0,HOV lane blocked due to crash on CA-60 Westbound after Exit 30 Reservoir St.,CA-60,Pomona,Los Angeles,CA,91766,US,US/Pacific,KPOC,2022-09-06 17:47:00,97.0,97.0,34.0,38.44,10.0,WSW,12.0,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515282,Source2,3,2022-09-06 08:50:10,2022-09-06 09:35:23,33.0714,-97.019257,,,0.0,Two lanes blocked due to crash on I-35E I-35E Northbound at Exit 454B FM-407.,I-35E,Lewisville,Denton,TX,75077,US,US/Central,KDTO,2022-09-06 08:53:00,76.0,76.0,76.0,29.34,10.0,S,3.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515283,Source2,2,2022-09-06 09:43:46,2022-09-06 10:13:08,30.41119,-91.186432,,,0.0,Crash on LA-30 Nicholson Dr at LA-327 Skip Bertman Dr.,S Stadium Dr,Baton Rouge,East Baton Rouge,LA,70808,US,US/Central,KBTR,2022-09-06 09:53:00,78.0,78.0,90.0,30.03,10.0,CALM,0.0,0.0,Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515284,Source2,1,2022-09-06 07:50:23,2022-09-06 08:38:52,36.897522,-121.429176,,,0.0,Right hand shoulder blocked due to crash on CA-25 Northbound after CA-156.,Bolsa Rd,Hollister,San Benito,CA,95023-9313,US,US/Pacific,KCVH,2022-09-06 07:55:00,72.0,72.0,43.0,29.56,10.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515286,Source2,1,2022-09-06 08:10:42,2022-09-06 08:40:24,37.380741,-122.150574,,,0.0,Crash on Elena Rd at Purissima Rd.,Purissima Rd,Los Altos,Santa Clara,CA,94022-2528,US,US/Pacific,KNUQ,2022-09-06 08:15:00,77.0,77.0,50.0,29.74,9.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-515287,Source2,1,2022-09-06 11:25:35,2022-09-06 11:53:07,35.31625,-81.168091,,,0.0,Lane blocked due to crash on NC-279 Trade St at NC-275.,Dallas Stanley Hwy,Dallas,Gaston,NC,28034-1872,US,US/Eastern,KAKH,2022-09-06 11:37:00,78.0,78.0,79.0,29.18,10.0,WSW,3.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515288,Source2,1,2022-09-06 10:39:48,2022-09-06 11:09:36,33.97325900000001,-81.15387,,,0.0,Crash on US-1 Augusta Rd at Oakwood Dr.,Oakwood Dr,Lexington,Lexington,SC,29073-9158,US,US/Eastern,KCAE,2022-09-06 10:56:00,86.0,86.0,63.0,29.76,10.0,WSW,13.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515289,Source3,1,2022-09-06 10:55:33,2022-09-06 11:40:07,34.143711,-81.28315699999997,,,0.0,Crash on Peace Haven Rd at Three Dog Rd.,Three Dog Rd,Chapin,Richland,SC,29036-8982,US,US/Eastern,KFDW,2022-09-06 10:55:00,79.0,79.0,74.0,29.43,10.0,W,8.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515290,Source2,1,2022-09-06 07:37:05,2022-09-06 08:06:54,33.940769,-117.878151,,,0.0,Crash on Brea Canyon Rd at Tonner Canyon Rd.,Tonner Canyon Rd,Brea,Orange,CA,92821,US,US/Pacific,KFUL,2022-09-06 07:53:00,78.0,78.0,76.0,29.72,10.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515291,Source2,1,2022-09-06 09:41:33,2022-09-06 10:11:05,30.3883,-91.171822,,,0.0,Crash on LA-30 Nicholson Dr at Brightside Dr.,Nicholson Dr,Baton Rouge,East Baton Rouge,LA,70820-4938,US,US/Central,KBTR,2022-09-06 09:53:00,78.0,78.0,90.0,30.03,10.0,CALM,0.0,0.0,Mostly Cloud,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-515292,Source2,1,2022-09-06 10:26:30,2022-09-06 10:56:16,33.103882,-80.126648,,,0.0,Crash on Cane Bay Blvd at US-176 State Rd.,State Rd,Summerville,Berkeley,SC,29486-2753,US,,,,,,,,,,,,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515293,Source2,2,2022-09-06 08:28:41,2022-09-06 08:59:00,38.550308,-121.473824,,,0.0,Crash on CA-99 Northbound before US-50 / I-80-BR.,CA-99 N,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2022-09-06 08:53:00,89.0,89.0,28.0,29.77,10.0,NE,8.0,0.0,Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515295,Source2,2,2022-09-06 10:56:06,2022-09-06 11:41:55,42.321537,-71.053772,,,0.0,Crash on I-93 Northbound near Columbia Rd.,Columbia Rd,Dorchester,Suffolk,MA,02125,US,US/Eastern,KBOS,2022-09-06 10:54:00,64.0,64.0,93.0,30.11,5.0,ENE,12.0,0.04,Snow,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515296,Source2,1,2022-09-06 08:11:43,2022-09-06 08:41:31,47.668098,-117.421127,,,0.0,Crash on Boone Ave at Howard St.,W Boone Ave,Spokane,Spokane,WA,99201-2501,US,US/Pacific,KSFF,2022-09-06 07:53:00,58.0,58.0,53.0,28.06,10.0,S,3.0,0.0,Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515297,Source3,1,2022-09-06 08:29:17,2022-09-06 08:59:01,37.2626,-119.709671,,,0.0,Crash on Road 415 near Texas Flat Mine Rd.,Road 415,Coarsegold,Madera,CA,93614-9062,US,US/Pacific,KMAE,2022-09-06 08:53:00,91.0,91.0,34.0,29.53,10.0,E,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515298,Source2,2,2022-09-06 09:38:57,2022-09-06 10:08:31,34.438831,-86.940849,,,0.0,Lane blocked due to crash on US-31 Southbound at Limestone St.,Limestone St SW,Hartselle,Morgan,AL,35640,US,US/Central,K3A1,2022-09-06 09:53:00,76.0,76.0,87.0,29.42,9.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515299,Source2,3,2022-09-06 08:17:19,2022-09-06 09:02:09,41.45631,-87.757065,,,0.0,Lane blocked due to crash on I-57 Southbound at Exit 337 Stuenkel Rd.,I-57,Richton Park,Will,IL,60471,US,US/Central,KIGQ,2022-09-06 08:15:00,68.0,68.0,96.0,29.47,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515300,Source2,3,2022-09-06 08:25:36,2022-09-06 09:10:29,41.870861,-87.853409,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at Exit 19 17th Ave.,Eisenhower Expy,Maywood,Cook,IL,60153,US,US/Central,KORD,2022-09-06 08:27:00,70.0,70.0,84.0,29.4,10.0,N,7.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515301,Source2,2,2022-09-06 08:10:10,2022-09-06 08:39:44,35.206604,-80.796654,,,0.0,Lane blocked due to crash on US-74 Independence Blvd at Exit 244 Television Pl.,Briar Creek Rd,Charlotte,Mecklenburg,NC,28205,US,US/Eastern,KCLT,2022-09-06 07:52:00,74.0,74.0,93.0,29.22,9.0,SW,5.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515303,Source2,1,2022-09-06 08:44:37,2022-09-06 09:44:23,36.161488,-86.59716,,,0.0,Crash on Bell Rd at Old Hickory Blvd.,Old Hickory Blvd,Hermitage,Davidson,TN,37076,US,US/Central,KBNA,2022-09-06 08:53:00,77.0,77.0,74.0,29.42,10.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515305,Source2,2,2022-09-06 07:13:44,2022-09-06 07:43:20,36.73547,-119.880722,,,0.0,Lane blocked due to crash on CA-180 Whites Bridge Ave Northbound at Cornelia Ave.,W Whitesbridge Ave,Fresno,Fresno,CA,93706,US,US/Pacific,KFAT,2022-09-06 06:53:00,83.0,83.0,53.0,29.42,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-515307,Source3,1,2022-09-06 07:22:03,2022-09-06 08:07:43,37.942581,-122.362587,,,0.0,Crash on 7th St at Pennsylvania Ave.,7th St,Richmond,Contra Costa,CA,94801-2709,US,US/Pacific,KCCR,2022-09-06 06:53:00,74.0,74.0,46.0,29.7,10.0,ESE,3.0,0.0,Rain,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-515308,Source2,2,2022-09-06 08:01:31,2022-09-06 08:46:30,38.05493900000001,-122.129982,,,0.0,Crash on I-680 Southbound near Exit 58 I-780.,I-680,Benicia,Solano,CA,94510,US,US/Pacific,KCCR,2022-09-06 07:53:00,79.0,79.0,36.0,29.72,10.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515309,Source3,3,2022-09-06 07:42:58,2022-09-06 08:12:41,38.67313,-121.623886,,,0.0,#1 lane blocked due to crash on I-5 Southbound at Exit 531 County Road 118.,Garden Hwy,Sacramento,Sacramento,CA,95837-9303,US,US/Pacific,KSMF,2022-09-06 07:53:00,81.0,81.0,39.0,29.74,7.0,E,3.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515311,Source2,2,2022-09-06 07:09:20,2022-09-06 07:39:05,39.174973,-119.740608,,,0.0,Crash on US-50 Northbound at I-580 Exit 5.,I-580 N,Carson City,Carson City,NV,89706,US,US/Pacific,KCXP,2022-09-06 07:15:00,61.0,61.0,52.0,25.42,10.0,CALM,0.0,0.0,Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515312,Source2,2,2022-09-06 09:40:49,2022-09-06 10:09:21,34.355305,-89.532677,,,0.0,Crash on MS-6 at Old Taylor Rd.,MS-6,Oxford,Lafayette,MS,38655,US,US/Central,KUOX,2022-09-06 09:35:00,77.0,77.0,78.0,29.6,9.0,NW,5.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515313,Source2,3,2022-09-06 10:57:56,2022-09-06 11:42:57,40.77026400000001,-73.91714499999998,,,0.0,Left lane blocked due to crash on I-278 Westbound near 32nd St.,I-278,Astoria,Queens,NY,11102,US,US/Eastern,KNYC,2022-09-06 10:51:00,71.0,71.0,96.0,29.9,0.5,VAR,3.0,0.06,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515315,Source2,2,2022-09-06 10:16:32,2022-09-06 10:46:04,44.775761,-93.318153,,,0.0,One lane blocked due to crash on MN-13 at Washburn Ave.,Washburn Ave S,Burnsville,Dakota,MN,55337,US,US/Central,KMSP,2022-09-06 09:53:00,69.0,69.0,75.0,29.22,10.0,S,8.0,0.0,Rain,False,False,False,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-515316,Source2,3,2022-09-06 07:37:34,2022-09-06 08:07:14,33.903690000000005,-118.185539,,,0.0,#1 lane blocked due to crash on I-710 Southbound after Exit 11A I-105 .,I-710 S,Paramount,Los Angeles,CA,90723,US,US/Pacific,KLGB,2022-09-06 07:53:00,76.0,76.0,85.0,29.77,8.0,SSE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515317,Source2,3,2022-09-06 07:07:55,2022-09-06 07:37:41,34.110188,-117.527229,,,0.0,#3 lane blocked due to crash on I-15 Northbound before Exit 112 CA-66 Foothill Blvd.,I-15,Rancho Cucamonga,San Bernardino,CA,91739,US,US/Pacific,KONT,2022-09-06 06:53:00,76.0,76.0,71.0,28.82,10.0,CALM,0.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515318,Source2,1,2022-09-06 09:19:55,2022-09-06 10:05:58,36.223579,-82.522423,,,0.0,Crash on Conklin Rd near Hensley Loop.,Conklin Rd,Jonesborough,Washington,TN,37659-6706,US,US/Eastern,KTRI,2022-09-06 09:31:00,73.0,73.0,90.0,28.47,10.0,SSW,5.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515319,Source2,2,2022-09-06 10:07:21,2022-09-06 10:36:54,31.222586,-85.37460300000002,,,0.0,Lane blocked due to crash on US-84-BR Main St Eastbound at Plant St.,E Main St,Dothan,Houston,AL,36303,US,US/Central,KDHN,2022-09-06 09:53:00,83.0,83.0,77.0,29.69,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515320,Source2,1,2022-09-06 10:24:54,2022-09-06 11:09:42,34.14082,-80.93740799999998,,,0.0,Crash on Longtown Rd at Clemson Rd.,Clemson Rd,Columbia,Richland,SC,29229-8033,US,US/Eastern,KCUB,2022-09-06 10:53:00,85.0,85.0,63.0,29.85,10.0,WSW,9.0,0.0,Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515321,Source3,1,2022-09-06 10:43:34,2022-09-06 11:13:19,34.815159,-82.44136800000003,,,0.0,Crash on SC-81 Anderson Rd at US-25 White Horse Rd.,White Horse Rd,Greenville,Greenville,SC,29611,US,US/Eastern,KGMU,2022-09-06 10:53:00,79.0,79.0,77.0,28.96,10.0,CALM,0.0,0.0,Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-515322,Source2,1,2022-09-06 10:25:55,2022-09-06 11:10:42,34.892891,-82.76741,,,0.0,Crash on SC-32 Shady Grove Rd at Shady Oaks Rd.,Shady Oaks Rd,Pickens,Pickens,SC,29671-8438,US,US/Eastern,KLQK,2022-09-06 10:15:00,73.0,73.0,94.0,28.97,10.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515323,Source2,2,2022-09-06 08:39:20,2022-09-06 09:09:00,38.58005900000001,-121.505173,,,0.0,Crash on I-5 Northbound before Exit 519B / J st.,CA-16 W,Sacramento,Sacramento,CA,95814,US,US/Pacific,KSAC,2022-09-06 08:53:00,89.0,89.0,28.0,29.77,10.0,NE,8.0,0.0,Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-515324,Source2,3,2022-09-06 01:33:55,2022-09-06 02:02:32,40.854195,-73.968407,,,0.0,Left lane blocked due to crash on I-95 Lower Lvl Northbound at Exit 74 Palisades Interstate Pkwy.,New Jersey Tpke,Fort Lee,Bergen,NJ,07024,US,US/Eastern,KTEB,2022-09-06 01:46:00,72.0,72.0,94.0,30.01,10.0,E,3.0,0.01,Rain,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-515325,Source2,1,2022-09-06 10:25:33,2022-09-06 10:55:17,33.492821,-80.834198,,,0.0,Crash on US-178 Whittaker Pkwy at Myers Rd.,Whittaker Pkwy,Orangeburg,Orangeburg,SC,29115-6248,US,US/Eastern,KOGB,2022-09-06 10:53:00,83.0,83.0,74.0,29.83,10.0,VAR,6.0,0.0,Mostly Cloud,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
